delivery_id,is_late,risk_reason
DL000098469,1,Long delivery duration
DL000098470,0,Normal
DL000098471,0,Normal
DL000098472,0,Normal
DL000098473,1,Delayed status
DL000098474,0,Normal
DL000098475,0,Normal
DL000098476,0,Normal
DL000098477,0,Long delivery duration
DL000098478,0,Normal
DL000098479,0,Normal
DL000098480,1,Delayed status
DL000098481,0,Normal
DL000098482,0,Normal
DL000098483,0,Normal
DL000098484,0,Normal
DL000098485,0,Normal
DL000098486,1,Delayed status
DL000098487,0,Normal
DL000098488,0,Delayed status
DL000098489,0,Normal
DL000098490,0,Normal
DL000098491,0,Long delivery duration
DL000098492,0,Normal
DL000098493,0,Normal
DL000098494,0,Normal
DL000098495,0,Normal
DL000098496,1,Delayed status
DL000098497,0,Normal
DL000098498,0,Normal
DL000098499,0,Normal
DL000098500,0,Normal
DL000098501,1,Normal
DL000098502,0,Delayed status
DL000098503,0,Normal
DL000098504,0,Normal
DL000098505,1,Delayed status
DL000098506,0,Delayed status
DL000098507,0,Normal
DL000098508,0,Normal
DL000098509,0,Normal
DL000098510,0,Normal
DL000098511,0,Normal
DL000098512,0,Normal
DL000098513,0,Delayed status
DL000098514,0,Normal
DL000098515,0,Normal
DL000098516,0,Normal
DL000098517,0,Normal
DL000098518,0,Normal
DL000098519,0,Normal
DL000098520,0,Normal
DL000098521,0,Normal
DL000098522,1,Normal
DL000098523,0,Normal
DL000098524,0,Normal
DL000098525,0,Normal
DL000098526,0,Normal
DL000098527,1,Normal
DL000098528,0,Normal
DL000098529,0,Normal
DL000098530,0,Normal
DL000098531,0,Normal
DL000098532,1,Delayed status
DL000098533,0,Normal
DL000098534,0,Normal
DL000098535,0,Normal
DL000098536,0,Normal
DL000098537,0,Normal
DL000098538,0,Normal
DL000098539,0,Normal
DL000098540,0,Normal
DL000098541,1,Delayed status
DL000098542,0,Normal
DL000098543,0,Normal
DL000098544,0,Normal
DL000098545,0,Normal
DL000098546,0,Normal
DL000098547,1,Normal
DL000098548,0,Normal
DL000098549,0,Normal
DL000098550,0,Long delivery duration
DL000098551,0,Normal
DL000098552,0,Normal
DL000098553,0,Normal
DL000098554,0,Normal
DL000098555,0,Delayed status
DL000098556,1,Long delivery duration
DL000098557,0,Long delivery duration
DL000098558,0,Normal
DL000098559,0,Normal
DL000098560,0,Normal
DL000098561,0,Long delivery duration
DL000098562,0,Normal
DL000098563,0,Normal
DL000098564,1,Long delivery duration
DL000098565,1,Normal
DL000098566,0,Normal
DL000098567,0,Normal
DL000098568,0,Long delivery duration
DL000098569,0,Normal
DL000098570,0,Normal
DL000098571,0,Normal
DL000098572,1,Delayed status
DL000098573,0,Normal
DL000098574,0,Normal
DL000098575,0,Normal
DL000098576,0,Normal
DL000098577,0,Normal
DL000098578,0,Normal
DL000098579,0,Normal
DL000098580,0,Normal
DL000098581,0,Normal
DL000098582,0,Normal
DL000098583,0,Long delivery duration
DL000098584,0,Normal
DL000098585,0,Delayed status
DL000098586,0,Normal
DL000098587,0,Normal
DL000098588,0,Normal
DL000098589,0,Normal
DL000098590,0,Normal
DL000098591,0,Normal
DL000098592,0,Normal
DL000098593,0,Normal
DL000098594,0,Normal
DL000098595,0,Normal
DL000098596,0,Normal
DL000098597,0,Normal
DL000098598,0,Normal
DL000098599,0,Normal
DL000098600,0,Normal
DL000098601,0,Normal
DL000098602,0,Delayed status
DL000098603,0,Normal
DL000098604,0,Normal
DL000098605,0,Normal
DL000098606,0,Normal
DL000098607,0,Normal
DL000098608,0,Normal
DL000098609,1,Normal
DL000098610,0,Normal
DL000098611,0,Normal
DL000098612,0,Normal
DL000098613,0,Long delivery duration
DL000098614,0,Normal
DL000098615,0,Normal
DL000098616,0,Normal
DL000098617,1,Normal
DL000098618,0,Normal
DL000098619,0,Normal
DL000098620,0,Normal
DL000098621,0,Normal
DL000098622,0,Normal
DL000098623,0,Normal
DL000098624,0,Normal
DL000098625,1,Long delivery duration
DL000098626,0,Normal
DL000098627,0,Normal
DL000098628,0,Normal
DL000098629,0,Normal
DL000098630,0,Normal
DL000098631,0,Normal
DL000098632,0,Normal
DL000098633,0,Delayed status
DL000098634,0,Normal
DL000098635,0,Normal
DL000098636,0,Normal
DL000098637,0,Normal
DL000098638,0,Normal
DL000098639,0,Normal
DL000098640,0,Normal
DL000098641,1,Delayed status
DL000098642,0,Normal
DL000098643,0,Normal
DL000098644,0,Normal
DL000098645,0,Normal
DL000098646,0,Normal
DL000098647,0,Normal
DL000098648,0,Normal
DL000098649,0,Normal
DL000098650,0,Normal
DL000098651,0,Normal
DL000098652,0,Normal
DL000098653,0,Normal
DL000098654,0,Normal
DL000098655,0,Normal
DL000098656,0,Normal
DL000098657,0,Normal
DL000098658,0,Normal
DL000098659,0,Normal
DL000098660,0,Normal
DL000098661,0,Delayed status
DL000098662,0,Normal
DL000098663,0,Normal
DL000098664,0,Normal
DL000098665,0,Normal
DL000098666,1,Delayed status
DL000098667,0,Normal
DL000098668,0,Normal
DL000098669,0,Normal
DL000098670,0,Normal
DL000098671,1,Normal
DL000098672,0,Normal
DL000098673,0,Normal
DL000098674,1,Delayed status
DL000098675,0,Normal
DL000098676,1,Delayed status
DL000098677,0,Normal
DL000098678,0,Normal
DL000098679,1,Delayed status
DL000098680,0,Normal
DL000098681,0,Normal
DL000098682,0,Normal
DL000098683,0,Normal
DL000098684,0,Normal
DL000098685,No,Normal
DL000098686,0,Long delivery duration
DL000098687,0,Normal
DL000098688,0,Long delivery duration
DL000098689,0,Normal
DL000098690,0,Delayed status
DL000098691,0,Normal
DL000098692,0,Normal
DL000098693,0,Normal
DL000098694,0,Normal
DL000098695,0,Normal
DL000098696,1,Normal
DL000098697,0,Normal
DL000098698,0,Normal
DL000098699,0,Normal
DL000098700,0,Normal
DL000098701,0,Normal
DL000098702,0,Normal
DL000098703,0,Long delivery duration
DL000098704,0,Normal
DL000098705,0,Normal
DL000098706,0,Normal
DL000098707,0,Normal
DL000098708,0,Long delivery duration
DL000098709,0,Normal
DL000098710,1,Long delivery duration
DL000098711,0,Normal
DL000098712,1,Long delivery duration
DL000098713,0,Normal
DL000098714,0,Normal
DL000098715,0,Normal
DL000098716,0,Delayed status
DL000098717,0,Delayed status
DL000098718,0,Normal
DL000098719,0,Normal
DL000098720,0,Normal
DL000098721,1,Normal
DL000098722,0,Normal
DL000098723,0,Normal
DL000098724,0,Normal
DL000098725,1,Delayed status
DL000098726,0,Normal
DL000098727,0,Normal
DL000098728,0,Normal
DL000098729,0,Delayed status
DL000098730,0,Normal
DL000098731,0,Normal
DL000098732,0,Normal
DL000098733,0,Normal
DL000098734,0,Normal
DL000098735,0,Long delivery duration
DL000098736,0,Normal
DL000098737,0,Normal
DL000098738,0,Normal
DL000098739,0,Normal
DL000098740,0,Normal
DL000098741,0,Normal
DL000098742,0,Normal
DL000098743,0,Normal
DL000098744,0,Normal
DL000098745,0,Normal
DL000098746,1,Delayed status
DL000098747,0,Normal
DL000098748,0,Normal
DL000098749,0,Normal
DL000098750,0,Normal
DL000098751,0,Normal
DL000098752,0,Normal
DL000098753,0,Normal
DL000098754,0,Normal
DL000098755,0,Normal
DL000098756,0,Normal
DL000098757,0,Long delivery duration
DL000098758,0,Delayed status
DL000098759,0,Normal
DL000098760,0,Normal
DL000098761,0,Normal
DL000098762,0,Normal
DL000098763,0,Normal
DL000098764,0,Normal
DL000098765,0,Normal
DL000098766,0,Normal
DL000098767,0,Long delivery duration
DL000098768,0,Normal
DL000098769,0,Normal
DL000098770,0,Normal
DL000098771,0,Normal
DL000098772,0,Normal
DL000098773,0,Delayed status
DL000098774,0,Normal
DL000098775,0,Normal
DL000098776,1,Delayed status
DL000098777,0,Normal
DL000098778,0,Normal
DL000098779,0,Normal
DL000098780,0,Normal
DL000098781,0,Normal
DL000098782,0,Normal
DL000098783,0,Long delivery duration
DL000098784,0,Normal
DL000098785,0,Normal
DL000098786,0,Normal
DL000098787,0,Normal
DL000098788,0,Normal
DL000098789,0,Normal
DL000098790,0,Normal
DL000098791,0,Normal
DL000098792,0,Normal
DL000098793,0,Normal
DL000098794,1,Long delivery duration
DL000098795,0,Normal
DL000098796,0,Normal
DL000098797,0,Normal
DL000098798,0,Delayed status
DL000098799,0,Normal
DL000098800,0,Normal
DL000098801,0,Normal
DL000098802,0,Normal
DL000098803,0,Normal
DL000098804,0,Normal
DL000098805,0,Normal
DL000098806,0,Normal
DL000098807,0,Normal
DL000098808,0,Normal
DL000098809,0,Normal
DL000098810,0,Normal
DL000098811,0,Long delivery duration
DL000098812,0,Normal
DL000098813,0,Normal
DL000098814,0,Long delivery duration
DL000098815,0,Normal
DL000098816,0,Normal
DL000098817,0,Normal
DL000098818,0,Normal
DL000098819,0,Normal
DL000098820,1,Delayed status
DL000098821,0,Normal
DL000098822,0,Normal
DL000098823,0,Normal
DL000098824,0,Normal
DL000098825,0,Normal
DL000098826,0,Normal
DL000098827,1,Normal
DL000098828,0,Normal
DL000098829,0,Normal
DL000098830,0,Normal
DL000098831,0,Normal
DL000098832,0,Normal
DL000098833,0,Normal
DL000098834,0,Delayed status
DL000098835,0,Normal
DL000098836,0,Normal
DL000098837,1,Long delivery duration
DL000098838,1,Normal
DL000098839,0,Long delivery distance
DL000098840,0,Normal
DL000098841,0,Normal
DL000098842,0,Normal
DL000098843,0,Normal
DL000098844,0,Normal
DL000098845,0,Normal
DL000098846,0,Normal
DL000098847,0,Normal
DL000098848,0,Normal
DL000098849,0,Normal
DL000098850,0,Normal
DL000098851,0,Normal
DL000098852,0,Normal
DL000098853,0,Normal
DL000098854,0,Normal
DL000098855,1,Delayed status
DL000098856,0,Normal
DL000098857,0,Normal
DL000098858,1,Delayed status
DL000098859,0,Normal
DL000098860,0,Normal
DL000098861,0,Normal
DL000098862,0,Normal
DL000098863,0,Long delivery duration
DL000098864,0,Normal
DL000098865,0,Normal
DL000098866,0,Delayed status
DL000098867,0,Normal
DL000098868,0,Delayed status
DL000098869,0,Normal
DL000098870,0,Normal
DL000098871,0,Long delivery duration
DL000098872,0,Long delivery duration
DL000098873,0,Normal
DL000098874,0,Normal
DL000098875,0,Normal
DL000098876,0,Delayed status
DL000098877,0,Normal
DL000098878,0,Normal
DL000098879,0,Delayed status
DL000098880,0,Normal
DL000098881,0,Normal
DL000098882,0,Normal
DL000098883,0,Long delivery duration
DL000098884,0,Normal
DL000098885,0,Normal
DL000098886,0,Normal
DL000098887,0,Normal
DL000098888,0,Normal
DL000098889,0,Normal
DL000098890,0,Normal
DL000098891,1,Normal
DL000098892,0,Normal
DL000098893,0,Delayed status
DL000098894,0,Normal
DL000098895,0,Normal
DL000098896,0,Normal
DL000098897,0,Normal
DL000098898,0,Normal
DL000098899,1,Normal
DL000098900,0,Normal
DL000098901,0,Normal
DL000098902,0,Long delivery duration
DL000098903,0,Normal
DL000098904,0,Normal
DL000098905,0,Normal
DL000098906,0,Normal
DL000098907,0,Normal
DL000098908,0,Normal
DL000098909,0,Delayed status
DL000098910,1,Long delivery duration
DL000098911,0,Normal
DL000098912,0,Long delivery duration
DL000098913,0,Normal
DL000098914,0,Normal
DL000098915,0,Normal
DL000098916,0,Normal
DL000098917,0,Normal
DL000098918,0,Normal
DL000098919,0,Normal
DL000098920,0,Delayed status
DL000098921,0,Normal
DL000098922,0,Normal
DL000098923,0,Long delivery duration
DL000098924,0,Normal
DL000098925,0,Normal
DL000098926,0,Delayed status
DL000098927,0,Normal
DL000098928,0,Long delivery duration
DL000098929,0,Normal
DL000098930,0,Normal
DL000098931,0,Normal
DL000098932,0,Normal
DL000098933,No,Long delivery duration
DL000098934,0,Normal
DL000098935,0,Normal
DL000098936,0,Normal
DL000098937,0,Normal
DL000098938,0,Normal
DL000098939,0,Normal
DL000098940,1,Normal
DL000098941,0,Normal
DL000098942,0,Long delivery duration
DL000098943,0,Normal
DL000098944,0,Normal
DL000098945,0,Normal
DL000098946,0,Normal
DL000098947,0,Normal
DL000098948,0,Normal
DL000098949,1,Delayed status
DL000098950,0,Long delivery duration
DL000098951,0,Normal
DL000098952,0,Normal
DL000098953,0,Normal
DL000098954,0,Normal
DL000098955,0,Normal
DL000098956,0,Normal
DL000098957,0,Normal
DL000098958,0,Normal
DL000098959,0,Normal
DL000098960,0,Normal
DL000098961,0,Normal
DL000098962,0,Normal
DL000098963,0,Normal
DL000098964,1,Long delivery distance
DL000098965,0,Normal
DL000098966,0,Normal
DL000098967,0,Normal
DL000098968,0,Normal
DL000098969,0,Normal
DL000098970,0,Normal
DL000098971,0,Normal
DL000098972,0,Normal
DL000098973,0,Normal
DL000098974,0,Normal
DL000098975,0,Normal
DL000098976,0,Normal
DL000098977,0,Normal
DL000098978,0,Normal
DL000098979,0,Normal
DL000098980,0,Normal
DL000098981,0,Normal
DL000098982,0,Normal
DL000098983,1,Normal
DL000098984,0,Normal
DL000098985,1,Long delivery duration
DL000098986,0,Normal
DL000098987,1,Delayed status
DL000098988,0,Normal
DL000098989,0,Normal
DL000098990,0,Normal
DL000098991,0,Normal
DL000098992,0,Normal
DL000098993,0,Normal
DL000098994,0,Normal
DL000098995,0,Normal
DL000098996,1,Delayed status
DL000098997,0,Normal
DL000098998,0,Normal
DL000098999,0,Normal
DL000099000,0,Normal
DL000099001,0,Normal
DL000099002,0,Normal
DL000099003,0,Normal
DL000099004,0,Normal
DL000099005,0,Normal
DL000099006,0,Normal
DL000099007,0,Normal
DL000099008,0,Normal
DL000099009,0,Normal
DL000099010,1,Delayed status
DL000099011,0,Delayed status
DL000099012,0,Normal
DL000099013,0,Normal
DL000099014,0,Normal
DL000099015,1,Normal
DL000099016,0,Normal
DL000099017,0,Normal
DL000099018,1,Normal
DL000099019,0,Normal
DL000099020,1,Delayed status
DL000099021,1,Delayed status
DL000099022,0,Normal
DL000099023,0,Delayed status
DL000099024,0,Normal
DL000099025,0,Normal
DL000099026,0,Normal
DL000099027,0,Normal
DL000099028,0,Normal
DL000099029,0,Normal
DL000099030,0,Normal
DL000099031,0,Delayed status
DL000099032,0,Normal
DL000099033,0,Long delivery duration
DL000099034,0,Delayed status
DL000099035,0,Normal
DL000099036,0,Normal
DL000099037,0,Normal
DL000099038,0,Normal
DL000099039,0,Normal
DL000099040,0,Normal
DL000099041,0,Normal
DL000099042,1,Delayed status
DL000099043,0,Normal
DL000099044,0,Long delivery duration
DL000099045,0,Normal
DL000099046,0,Normal
DL000099047,0,Long delivery duration
DL000099048,1,Delayed status
DL000099049,0,Normal
DL000099050,0,Normal
DL000099051,0,Normal
DL000099052,0,Normal
DL000099053,0,Normal
DL000099054,0,Normal
DL000099055,0,Delayed status
DL000099056,0,Normal
DL000099057,0,Normal
DL000099058,1,Delayed status
DL000099059,0,Normal
DL000099060,0,Normal
DL000099061,0,Normal
DL000099062,1,Delayed status
DL000099063,0,Normal
DL000099064,0,Normal
DL000099065,0,Normal
DL000099066,0,Delayed status
DL000099067,0,Normal
DL000099068,0,Normal
DL000099069,0,Normal
DL000099070,1,Delayed status
DL000099071,0,Normal
DL000099072,0,Normal
DL000099073,0,Normal
DL000099074,0,Normal
DL000099075,0,Normal
DL000099076,0,Normal
DL000099077,0,Normal
DL000099078,0,Normal
DL000099079,0,Normal
DL000099080,1,Normal
DL000099081,0,Normal
DL000099082,0,Normal
DL000099083,0,Normal
DL000099084,0,Normal
DL000099085,0,Normal
DL000099086,0,Normal
DL000099087,0,Normal
DL000099088,0,Normal
DL000099089,0,Normal
DL000099090,0,Normal
DL000099091,0,Normal
DL000099092,0,Normal
DL000099093,0,Normal
DL000099094,0,Normal
DL000099095,0,Normal
DL000099096,0,Normal
DL000099097,0,Delayed status
DL000099098,0,Normal
DL000099099,0,Normal
DL000099100,1,Delayed status
DL000099101,0,Normal
DL000099102,0,Normal
DL000099103,0,Normal
DL000099104,0,Normal
DL000099105,0,Normal
DL000099106,0,Delayed status
DL000099107,0,Normal
DL000099108,0,Normal
DL000099109,0,Normal
DL000099110,0,Long delivery duration
DL000099111,0,Normal
DL000099112,0,Normal
DL000099113,0,Normal
DL000099114,0,Normal
DL000099115,1,Delayed status
DL000099116,0,Normal
DL000099117,1,Normal
DL000099118,0,Normal
DL000099119,1,Delayed status
DL000099120,0,Normal
DL000099121,0,Normal
DL000099122,0,Normal
DL000099123,0,Normal
DL000099124,0,Normal
DL000099125,0,Normal
DL000099126,0,Delayed status
DL000099127,0,Normal
DL000099128,0,Normal
DL000099129,0,Normal
DL000099130,0,Normal
DL000099131,0,Normal
DL000099132,0,Normal
DL000099133,0,Normal
DL000099134,0,Normal
DL000099135,0,Normal
DL000099136,0,Normal
DL000099137,0,Normal
DL000099138,0,Normal
DL000099139,1,Delayed status
DL000099140,0,Normal
DL000099141,0,Normal
DL000099142,0,Normal
DL000099143,0,Normal
DL000099144,0,Normal
DL000099145,0,Normal
DL000099146,0,Normal
DL000099147,0,Normal
DL000099148,0,Normal
DL000099149,0,Delayed status
DL000099150,0,Normal
DL000099151,0,Normal
DL000099152,0,Normal
DL000099153,1,Normal
DL000099154,0,Normal
DL000099155,0,Long delivery duration
DL000099156,0,Normal
DL000099157,0,Normal
DL000099158,0,Normal
DL000099159,1,Long delivery distance
DL000099160,Yes,Delayed status
DL000099161,0,Normal
DL000099162,0,Normal
DL000099163,1,Delayed status
DL000099164,0,Normal
DL000099165,0,Normal
DL000099166,0,Normal
DL000099167,0,Delayed status
DL000099168,0,Normal
DL000099169,0,Normal
DL000099170,1,Delayed status
DL000099171,0,Normal
DL000099172,0,Normal
DL000099173,0,Normal
DL000099174,0,Normal
DL000099175,1,Normal
DL000099176,0,Normal
DL000099177,1,Delayed status
DL000099178,0,Normal
DL000099179,0,Normal
DL000099180,1,Normal
DL000099181,0,Normal
DL000099182,0,Normal
DL000099183,1,Delayed status
DL000099184,1,Delayed status
DL000099185,1,Delayed status
DL000099186,0,Normal
DL000099187,0,Normal
DL000099188,0,Normal
DL000099189,0,Normal
DL000099190,0,Normal
DL000099191,0,Normal
DL000099192,0,Delayed status
DL000099193,0,Normal
DL000099194,0,Long delivery duration
DL000099195,0,Normal
DL000099196,0,Normal
DL000099197,1,Long delivery duration
DL000099198,0,Normal
DL000099199,1,Normal
DL000099200,0,Normal
DL000099201,0,Normal
DL000099202,0,Normal
DL000099203,0,Normal
DL000099204,0,Normal
DL000099205,0,Normal
DL000099206,0,Normal
DL000099207,0,Normal
DL000099208,0,Normal
DL000099209,0,Normal
DL000099210,0,Normal
DL000099211,0,Normal
DL000099212,0,Normal
DL000099213,0,Normal
DL000099214,0,Normal
DL000099215,0,Normal
DL000099216,0,Normal
DL000099217,0,Normal
DL000099218,0,Normal
DL000099219,1,Delayed status
DL000099220,0,Delayed status
DL000099221,0,Normal
DL000099222,0,Normal
DL000099223,0,Normal
DL000099224,0,Normal
DL000099225,0,Normal
DL000099226,0,Normal
DL000099227,0,Delayed status
DL000099228,1,Long delivery duration
DL000099229,0,Normal
DL000099230,0,Long delivery duration
DL000099231,1,Normal
DL000099232,0,Normal
DL000099233,0,Normal
DL000099234,0,Normal
DL000099235,0,Delayed status
DL000099236,0,Normal
DL000099237,0,Normal
DL000099238,0,Normal
DL000099239,0,Normal
DL000099240,0,Normal
DL000099241,0,Normal
DL000099242,1,Normal
DL000099243,0,Normal
DL000099244,0,Normal
DL000099245,0,Normal
DL000099246,0,Normal
DL000099247,0,Normal
DL000099248,0,Normal
DL000099249,0,Normal
DL000099250,0,Normal
DL000099251,1,Long delivery duration
DL000099252,0,Normal
DL000099253,0,Normal
DL000099254,0,Normal
DL000099255,0,Normal
DL000099256,0,Normal
DL000099257,1,Delayed status
DL000099258,0,Normal
DL000099259,1,Delayed status
DL000099260,0,Normal
DL000099261,0,Normal
DL000099262,0,Normal
DL000099263,0,Normal
DL000099264,1,Normal
DL000099265,0,Normal
DL000099266,1,Delayed status
DL000099267,0,Normal
DL000099268,0,Normal
DL000099269,0,Delayed status
DL000099270,0,Normal
DL000099271,0,Normal
DL000099272,0,Normal
DL000099273,0,Normal
DL000099274,0,Normal
DL000099275,0,Normal
DL000099276,1,Delayed status
DL000099277,1,Delayed status
DL000099278,0,Normal
DL000099279,0,Normal
DL000099280,0,Normal
DL000099281,0,Normal
DL000099282,0,Normal
DL000099283,0,Delayed status
DL000099284,0,Normal
DL000099285,0,Normal
DL000099286,1,Delayed status
DL000099287,1,Delayed status
DL000099288,0,Normal
DL000099289,0,Normal
DL000099290,0,Long delivery duration
DL000099291,1,Normal
DL000099292,0,Normal
DL000099293,0,Normal
DL000099294,0,Normal
DL000099295,0,Long delivery duration
DL000099296,0,Delayed status
DL000099297,0,Normal
DL000099298,0,Normal
DL000099299,0,Normal
DL000099300,0,Normal
DL000099301,1,Normal
DL000099302,0,Normal
DL000099303,0,Normal
DL000099304,0,Normal
DL000099305,0,Normal
DL000099306,0,Normal
DL000099307,0,Normal
DL000099308,0,Normal
DL000099309,0,Normal
DL000099310,0,Normal
DL000099311,0,Normal
DL000099312,0,Normal
DL000099313,0,Normal
DL000099314,1,Normal
DL000099315,No,Normal
DL000099316,0,Normal
DL000099317,0,Normal
DL000099318,0,Delayed status
DL000099319,1,Delayed status
DL000099320,0,Normal
DL000099321,0,Normal
DL000099322,0,Normal
DL000099323,0,Normal
DL000099324,0,Normal
DL000099325,0,Normal
DL000099326,0,Normal
DL000099327,0,Normal
DL000099328,0,Normal
DL000099329,0,Normal
DL000099330,0,Delayed status
DL000099331,0,Normal
DL000099332,0,Normal
DL000099333,0,Normal
DL000099334,1,Normal
DL000099335,0,Normal
DL000099336,0,Delayed status
DL000099337,0,Normal
DL000099338,0,Normal
DL000099339,0,Normal
DL000099340,0,Normal
DL000099341,0,Normal
DL000099342,0,Normal
DL000099343,0,Normal
DL000099344,0,Normal
DL000099345,0,Normal
DL000099346,0,Normal
DL000099347,0,Normal
DL000099348,1,Normal
DL000099349,0,Normal
DL000099350,0,Delayed status
DL000099351,0,Normal
DL000099352,0,Normal
DL000099353,0,Normal
DL000099354,0,Normal
DL000099355,0,Normal
DL000099356,0,Long delivery duration
DL000099357,0,Delayed status
DL000099358,0,Normal
DL000099359,0,Normal
DL000099360,0,Normal
DL000099361,0,Normal
DL000099362,0,Normal
DL000099363,0,Normal
DL000099364,0,Normal
DL000099365,0,Normal
DL000099366,1,Delayed status
DL000099367,0,Normal
DL000099368,0,Normal
DL000099369,0,Normal
DL000099370,0,Normal
DL000099371,0,Normal
DL000099372,0,Normal
DL000099373,0,Delayed status
DL000099374,0,Normal
DL000099375,0,Long delivery duration
DL000099376,0,Normal
DL000099377,0,Normal
DL000099378,0,Normal
DL000099379,0,Normal
DL000099380,0,Normal
DL000099381,0,Normal
DL000099382,0,Long delivery distance
DL000099383,0,Normal
DL000099384,1,Long delivery duration
DL000099385,0,Normal
DL000099386,0,Normal
DL000099387,0,Normal
DL000099388,0,Normal
DL000099389,0,Delayed status
DL000099390,0,Long delivery duration
DL000099391,0,Delayed status
DL000099392,0,Normal
DL000099393,0,Normal
DL000099394,0,Normal
DL000099395,0,Long delivery distance
DL000099396,0,Normal
DL000099397,0,Normal
DL000099398,0,Normal
DL000099399,0,Normal
DL000099400,0,Long delivery duration
DL000099401,0,Normal
DL000099402,0,Normal
DL000099403,0,Normal
DL000099404,0,Normal
DL000099405,0,Normal
DL000099406,0,Normal
DL000099407,1,Long delivery duration
DL000099408,0,Normal
DL000099409,0,Normal
DL000099410,0,Normal
DL000099411,0,Normal
DL000099412,0,Normal
DL000099413,1,Long delivery distance
DL000099414,0,Normal
DL000099415,0,Normal
DL000099416,0,Normal
DL000099417,0,Normal
DL000099418,0,Normal
DL000099419,0,Normal
DL000099420,0,Normal
DL000099421,0,Normal
DL000099422,0,Normal
DL000099423,0,Normal
DL000099424,0,Normal
DL000099425,0,Normal
DL000099426,0,Normal
DL000099427,0,Normal
DL000099428,0,Normal
DL000099429,0,Normal
DL000099430,0,Normal
DL000099431,0,Normal
DL000099432,0,Normal
DL000099433,0,Normal
DL000099434,0,Long delivery duration
DL000099435,0,Normal
DL000099436,0,Normal
DL000099437,0,Normal
DL000099438,0,Delayed status
DL000099439,0,Normal
DL000099440,0,Normal
DL000099441,0,Delayed status
DL000099442,0,Normal
DL000099443,0,Normal
DL000099444,1,Normal
DL000099445,1,Delayed status
DL000099446,0,Normal
DL000099447,0,Normal
DL000099448,0,Normal
DL000099449,0,Long delivery duration
DL000099450,0,Normal
DL000099451,0,Normal
DL000099452,0,Normal
DL000099453,0,Normal
DL000099454,0,Normal
DL000099455,1,Delayed status
DL000099456,0,Normal
DL000099457,1,Normal
DL000099458,0,Normal
DL000099459,0,Normal
DL000099460,0,Normal
DL000099461,1,Delayed status
DL000099462,0,Long delivery duration
DL000099463,0,Normal
DL000099464,0,Delayed status
DL000099465,0,Normal
DL000099466,0,Normal
DL000099467,0,Normal
DL000099468,0,Normal
DL000099469,0,Long delivery duration
DL000099470,0,Normal
DL000099471,0,Normal
DL000099472,0,Normal
DL000099473,0,Long delivery duration
DL000099474,0,Normal
DL000099475,0,Normal
DL000099476,0,Normal
DL000099477,0,Normal
DL000099478,0,Normal
DL000099479,0,Normal
DL000099480,0,Long delivery distance
DL000099481,0,Normal
DL000099482,0,Normal
DL000099483,0,Long delivery duration
DL000099484,0,Normal
DL000099485,1,Long delivery duration
DL000099486,0,Normal
DL000099487,0,Normal
DL000099488,0,Normal
DL000099489,0,Normal
DL000099490,0,Normal
DL000099491,0,Normal
DL000099492,0,Normal
DL000099493,0,Normal
DL000099494,0,Normal
DL000099495,0,Normal
DL000099496,0,Normal
DL000099497,0,Normal
DL000099498,0,Normal
DL000099499,0,Normal
DL000099500,0,Normal
DL000099501,0,Normal
DL000099502,1,Delayed status
DL000099503,0,Normal
DL000099504,0,Long delivery duration
DL000099505,0,Normal
DL000099506,0,Normal
DL000099507,0,Normal
DL000099508,0,Normal
DL000099509,0,Normal
DL000099510,0,Normal
DL000099511,0,Normal
DL000099512,0,Normal
DL000099513,0,Normal
DL000099514,0,Normal
DL000099515,0,Normal
DL000099516,0,Normal
DL000099517,0,Normal
DL000099518,0,Normal
DL000099519,0,Normal
DL000099520,0,Normal
DL000099521,0,Normal
DL000099522,0,Normal
DL000099523,0,Normal
DL000099524,0,Normal
DL000099525,1,Delayed status
DL000099526,0,Normal
DL000099527,0,Normal
DL000099528,0,Normal
DL000099529,0,Long delivery duration
DL000099530,0,Normal
DL000099531,0,Normal
DL000099532,0,Normal
DL000099533,0,Normal
DL000099534,0,Normal
DL000099535,0,Normal
DL000099536,1,Delayed status
DL000099537,0,Normal
DL000099538,0,Normal
DL000099539,0,Normal
DL000099540,0,Normal
DL000099541,0,Normal
DL000099542,0,Normal
DL000099543,0,Normal
DL000099544,0,Normal
DL000099545,0,Normal
DL000099546,0,Normal
DL000099547,0,Normal
DL000099548,1,Normal
DL000099549,0,Normal
DL000099550,0,Normal
DL000099551,0,Normal
DL000099552,1,Delayed status
DL000099553,0,Normal
DL000099554,0,Normal
DL000099555,0,Normal
DL000099556,0,Normal
DL000099557,0,Normal
DL000099558,0,Normal
DL000099559,0,Normal
DL000099560,0,Long delivery duration
DL000099561,0,Normal
DL000099562,0,Normal
DL000099563,0,Normal
DL000099564,1,Delayed status
DL000099565,0,Normal
DL000099566,1,Delayed status
DL000099567,0,Long delivery duration
DL000099568,0,Normal
DL000099569,0,Normal
DL000099570,0,Normal
DL000099571,0,Normal
DL000099572,0,Normal
DL000099573,0,Long delivery duration
DL000099574,0,Normal
DL000099575,0,Normal
DL000099576,0,Normal
DL000099577,0,Normal
DL000099578,0,Normal
DL000099579,0,Normal
DL000099580,1,Delayed status
DL000099581,0,Normal
DL000099582,0,Normal
DL000099583,0,Normal
DL000099584,0,Normal
DL000099585,0,Normal
DL000099586,0,Normal
DL000099587,0,Normal
DL000099588,0,Normal
