date,currency,zar_rate
2025-08-12,USD,18.1277
2025-08-12,GBP,23.2733
2025-08-12,EUR,20.7149
2025-08-12,AUD,11.8183
2025-08-13,USD,18.3027
2025-08-13,GBP,23.1827
2025-08-13,EUR,20.7844
2025-08-13,AUD,11.7788
2025-08-14,USD,18.0383
2025-08-14,GBP,23.4118
2025-08-14,EUR,20.5596
2025-08-14,AUD,11.7316
2025-08-15,USD,18.1413
2025-08-15,GBP,23.3524
2025-08-15,EUR,21.2211
2025-08-15,AUD,11.6715
2025-08-16,USD,18.0401
2025-08-16,GBP,23.0507
2025-08-16,EUR,20.7347
2025-08-16,AUD,11.6442
2025-08-17,USD,18.0508
2025-08-17,GBP,23.5173
2025-08-17,EUR,20.6633
2025-08-17,AUD,11.8641
2025-08-18,USD,17.9322
2025-08-18,GBP,23.6152
2025-08-18,EUR,20.9217
2025-08-18,AUD,11.8247
2025-08-19,USD,18.2645
2025-08-19,GBP,23.3952
2025-08-19,EUR,20.8163
2025-08-19,AUD,11.6661
2025-08-20,USD,18.1192
2025-08-20,GBP,23.6863
2025-08-20,EUR,20.8797
2025-08-20,AUD,11.694
2025-08-21,USD,18.1489
2025-08-21,GBP,23.4445
2025-08-21,EUR,20.7949
2025-08-21,AUD,11.6981
2025-08-22,USD,18.2073
2025-08-22,GBP,23.3704
2025-08-22,EUR,20.9127
2025-08-22,AUD,11.8192
2025-08-23,USD,18.2688
2025-08-23,GBP,23.0644
2025-08-23,EUR,21.0736
2025-08-23,AUD,11.4957
2025-08-24,USD,18.1417
2025-08-24,GBP,23.2714
2025-08-24,EUR,20.8681
2025-08-24,AUD,11.82
2025-08-25,USD,18.4096
2025-08-25,GBP,23.5347
2025-08-25,EUR,21.0275
2025-08-25,AUD,11.7838
2025-08-26,USD,18.1919
2025-08-26,GBP,23.433
2025-08-26,EUR,20.7168
2025-08-26,AUD,11.7832
2025-08-27,USD,18.3623
2025-08-27,GBP,23.3098
2025-08-27,EUR,20.967
2025-08-27,AUD,11.842
2025-08-28,USD,18.4316
2025-08-28,GBP,23.2192
2025-08-28,EUR,21.0373
2025-08-28,AUD,11.7298
2025-08-29,USD,18.0524
2025-08-29,GBP,23.5828
2025-08-29,EUR,21.2354
2025-08-29,AUD,11.8027
2025-08-30,USD,18.3512
2025-08-30,GBP,23.2792
2025-08-30,EUR,20.9015
2025-08-30,AUD,11.7357
2025-08-31,USD,18.139
2025-08-31,GBP,23.2611
2025-08-31,EUR,20.8829
2025-08-31,AUD,11.8594
2025-09-01,USD,17.9287
2025-09-01,GBP,23.2084
2025-09-01,EUR,21.0358
2025-09-01,AUD,11.7904
2025-09-02,USD,18.1662
2025-09-02,GBP,23.3266
2025-09-02,EUR,20.8576
2025-09-02,AUD,11.8296
2025-09-03,USD,18.3481
2025-09-03,GBP,23.3075
2025-09-03,EUR,21.1081
2025-09-03,AUD,11.7131
2025-09-04,USD,18.1368
2025-09-04,GBP,23.2638
2025-09-04,EUR,21.1443
2025-09-04,AUD,11.7946
2025-09-05,USD,18.1863
2025-09-05,GBP,23.6158
2025-09-05,EUR,20.9383
2025-09-05,AUD,11.9415
2025-09-06,USD,18.0539
2025-09-06,GBP,23.1394
2025-09-06,EUR,20.8952
2025-09-06,AUD,11.7525
2025-09-07,USD,18.2901
2025-09-07,GBP,23.5804
2025-09-07,EUR,20.8187
2025-09-07,AUD,11.8043
2025-09-08,USD,18.0543
2025-09-08,GBP,23.211
2025-09-08,EUR,20.8999
2025-09-08,AUD,11.7727
2025-09-09,USD,18.4095
2025-09-09,GBP,23.2425
2025-09-09,EUR,20.9522
2025-09-09,AUD,11.8398
2025-09-10,USD,17.9814
2025-09-10,GBP,23.4336
2025-09-10,EUR,20.742
2025-09-10,AUD,11.8097
2025-09-11,USD,18.2237
2025-09-11,GBP,23.6095
2025-09-11,EUR,21.1269
2025-09-11,AUD,11.9117
2025-09-12,USD,18.2208
2025-09-12,GBP,23.114
2025-09-12,EUR,20.7887
2025-09-12,AUD,11.7734
2025-09-13,USD,18.2338
2025-09-13,GBP,23.5115
2025-09-13,EUR,21.0082
2025-09-13,AUD,11.9546
2025-09-14,USD,18.1578
2025-09-14,GBP,23.5283
2025-09-14,EUR,20.738
2025-09-14,AUD,11.8526
2025-09-15,USD,18.2744
2025-09-15,GBP,23.421
2025-09-15,EUR,20.7171
2025-09-15,AUD,11.7161
2025-09-16,USD,18.0475
2025-09-16,GBP,23.5581
2025-09-16,EUR,21.1558
2025-09-16,AUD,11.8514
2025-09-17,USD,18.2468
2025-09-17,GBP,22.8849
2025-09-17,EUR,20.7912
2025-09-17,AUD,11.7711
2025-09-18,USD,18.2826
2025-09-18,GBP,23.5473
2025-09-18,EUR,21.0849
2025-09-18,AUD,11.7656
2025-09-19,USD,18.0838
2025-09-19,GBP,23.1315
2025-09-19,EUR,21.2637
2025-09-19,AUD,11.8364
2025-09-20,USD,18.2799
2025-09-20,GBP,23.4144
2025-09-20,EUR,21.0213
2025-09-20,AUD,11.845
2025-09-21,USD,18.2063
2025-09-21,GBP,23.3259
2025-09-21,EUR,20.5098
2025-09-21,AUD,11.8509
2025-09-22,USD,18.2634
2025-09-22,GBP,23.4974
2025-09-22,EUR,20.9025
2025-09-22,AUD,11.8719
2025-09-23,USD,18.3591
2025-09-23,GBP,23.1739
2025-09-23,EUR,20.8575
2025-09-23,AUD,11.7824
2025-09-24,USD,18.0984
2025-09-24,GBP,23.3667
2025-09-24,EUR,20.9259
2025-09-24,AUD,11.6289
2025-09-25,USD,18.0014
2025-09-25,GBP,23.135
2025-09-25,EUR,20.7547
2025-09-25,AUD,11.7293
2025-09-26,USD,18.228
2025-09-26,GBP,23.7175
2025-09-26,EUR,21.0202
2025-09-26,AUD,11.9341
2025-09-27,USD,18.3299
2025-09-27,GBP,23.2174
2025-09-27,EUR,20.9998
2025-09-27,AUD,11.9008
2025-09-28,USD,18.1545
2025-09-28,GBP,23.3495
2025-09-28,EUR,20.7302
2025-09-28,AUD,11.699
2025-09-29,USD,18.0271
2025-09-29,GBP,23.7125
2025-09-29,EUR,20.8174
2025-09-29,AUD,11.5881
2025-09-30,USD,18.1709
2025-09-30,GBP,23.3902
2025-09-30,EUR,20.8746
2025-09-30,AUD,11.7384
2025-10-01,USD,18.2034
2025-10-01,GBP,23.3264
2025-10-01,EUR,21.0112
2025-10-01,AUD,11.8489
2025-10-02,USD,18.2838
2025-10-02,GBP,23.3892
2025-10-02,EUR,20.9826
2025-10-02,AUD,11.76
2025-10-03,USD,18.2818
2025-10-03,GBP,23.7501
2025-10-03,EUR,20.6588
2025-10-03,AUD,11.6977
2025-10-04,USD,18.196
2025-10-04,GBP,23.5047
2025-10-04,EUR,20.7275
2025-10-04,AUD,11.6787
2025-10-05,USD,18.3704
2025-10-05,GBP,23.2031
2025-10-05,EUR,20.8121
2025-10-05,AUD,11.8344
2025-10-06,USD,17.9818
2025-10-06,GBP,23.4095
2025-10-06,EUR,21.1262
2025-10-06,AUD,11.7304
2025-10-07,USD,18.4505
2025-10-07,GBP,23.271
2025-10-07,EUR,20.816
2025-10-07,AUD,11.8041
2025-10-08,USD,18.275
2025-10-08,GBP,23.2966
2025-10-08,EUR,20.9096
2025-10-08,AUD,11.8791
2025-10-09,USD,18.2471
2025-10-09,GBP,23.4049
2025-10-09,EUR,21.1057
2025-10-09,AUD,11.7846
2025-10-10,USD,18.3624
2025-10-10,GBP,23.302
2025-10-10,EUR,21.0771
2025-10-10,AUD,11.7474
2025-10-11,USD,17.9663
2025-10-11,GBP,23.5903
2025-10-11,EUR,21.019
2025-10-11,AUD,11.7992
2025-10-12,USD,18.4652
2025-10-12,GBP,23.1541
2025-10-12,EUR,20.5046
2025-10-12,AUD,11.8408
2025-10-13,USD,18.2596
2025-10-13,GBP,23.5181
2025-10-13,EUR,20.9712
2025-10-13,AUD,11.9627
2025-10-14,USD,18.2628
2025-10-14,GBP,23.7288
2025-10-14,EUR,20.9454
2025-10-14,AUD,11.8195
2025-10-15,USD,18.0949
2025-10-15,GBP,23.5036
2025-10-15,EUR,21.0894
2025-10-15,AUD,11.7717
2025-10-16,USD,18.1383
2025-10-16,GBP,23.4522
2025-10-16,EUR,21.332
2025-10-16,AUD,11.6635
2025-10-17,USD,18.2042
2025-10-17,GBP,23.4343
2025-10-17,EUR,21.0518
2025-10-17,AUD,11.7274
2025-10-18,USD,18.1159
2025-10-18,GBP,23.4895
2025-10-18,EUR,20.6512
2025-10-18,AUD,11.6912
2025-10-19,USD,18.2675
2025-10-19,GBP,23.0932
2025-10-19,EUR,20.8772
2025-10-19,AUD,11.8643
2025-10-20,USD,18.3782
2025-10-20,GBP,23.388
2025-10-20,EUR,20.8285
2025-10-20,AUD,11.8561
2025-10-21,USD,18.4814
2025-10-21,GBP,23.4697
2025-10-21,EUR,20.7298
2025-10-21,AUD,11.6921
2025-10-22,USD,18.0108
2025-10-22,GBP,23.5755
2025-10-22,EUR,21.2641
2025-10-22,AUD,11.5858
2025-10-23,USD,18.3759
2025-10-23,GBP,23.6095
2025-10-23,EUR,20.5907
2025-10-23,AUD,11.8179
2025-10-24,USD,18.2735
2025-10-24,GBP,23.4175
2025-10-24,EUR,20.7894
2025-10-24,AUD,11.7301
2025-10-25,USD,17.9281
2025-10-25,GBP,22.9522
2025-10-25,EUR,20.8588
2025-10-25,AUD,11.7526
2025-10-26,USD,18.0243
2025-10-26,GBP,23.1939
2025-10-26,EUR,20.9507
2025-10-26,AUD,11.7319
2025-10-27,USD,18.1071
2025-10-27,GBP,23.3481
2025-10-27,EUR,20.7191
2025-10-27,AUD,11.7954
2025-10-28,USD,18.3842
2025-10-28,GBP,23.3832
2025-10-28,EUR,20.8882
2025-10-28,AUD,11.7792
2025-10-29,USD,18.2018
2025-10-29,GBP,23.2038
2025-10-29,EUR,20.9333
2025-10-29,AUD,11.9183
2025-10-30,USD,18.1294
2025-10-30,GBP,23.6606
2025-10-30,EUR,20.8799
2025-10-30,AUD,12.0017
2025-10-31,USD,18.2196
2025-10-31,GBP,23.4961
2025-10-31,EUR,21.0312
2025-10-31,AUD,11.7079
2025-11-01,USD,18.023
2025-11-01,GBP,23.1642
2025-11-01,EUR,21.0707
2025-11-01,AUD,11.8551
2025-11-02,USD,18.1944
2025-11-02,GBP,23.3769
2025-11-02,EUR,20.8503
2025-11-02,AUD,11.7801
2025-11-03,USD,18.2107
2025-11-03,GBP,23.2166
2025-11-03,EUR,20.9278
2025-11-03,AUD,11.7478
2025-11-04,USD,18.3805
2025-11-04,GBP,23.5389
2025-11-04,EUR,21.0059
2025-11-04,AUD,11.8303
2025-11-05,USD,18.1283
2025-11-05,GBP,23.4852
2025-11-05,EUR,20.8466
2025-11-05,AUD,11.8327
2025-11-06,USD,18.3295
2025-11-06,GBP,23.2085
2025-11-06,EUR,20.8047
2025-11-06,AUD,11.6429
2025-11-07,USD,18.152
2025-11-07,GBP,23.264
2025-11-07,EUR,20.9248
2025-11-07,AUD,11.7135
2025-11-08,USD,17.9673
2025-11-08,GBP,23.4413
2025-11-08,EUR,21.0481
2025-11-08,AUD,11.6387
2025-11-09,USD,18.4562
2025-11-09,GBP,23.1699
2025-11-09,EUR,20.9767
2025-11-09,AUD,11.649
2025-11-10,USD,18.3026
2025-11-10,GBP,23.7477
2025-11-10,EUR,21.0771
2025-11-10,AUD,11.7821
2025-11-11,USD,18.1618
2025-11-11,GBP,23.6269
2025-11-11,EUR,21.1664
2025-11-11,AUD,11.792
2025-11-12,USD,18.0497
2025-11-12,GBP,23.1259
2025-11-12,EUR,20.8572
2025-11-12,AUD,11.6548
2025-11-13,USD,18.4163
2025-11-13,GBP,23.4205
2025-11-13,EUR,20.978
2025-11-13,AUD,11.7363
2025-11-14,USD,18.3117
2025-11-14,GBP,23.1351
2025-11-14,EUR,20.7684
2025-11-14,AUD,11.7499
2025-11-15,USD,18.2349
2025-11-15,GBP,23.2966
2025-11-15,EUR,20.6699
2025-11-15,AUD,11.6818
2025-11-16,USD,18.1472
2025-11-16,GBP,23.4284
2025-11-16,EUR,20.8327
2025-11-16,AUD,11.8822
2025-11-17,USD,18.1906
2025-11-17,GBP,23.4209
2025-11-17,EUR,21.2085
2025-11-17,AUD,11.7348
2025-11-18,USD,18.0823
2025-11-18,GBP,23.388
2025-11-18,EUR,20.7642
2025-11-18,AUD,11.8295
2025-11-19,USD,18.331
2025-11-19,GBP,23.4667
2025-11-19,EUR,20.7905
2025-11-19,AUD,11.8731
2025-11-20,USD,18.3693
2025-11-20,GBP,23.157
2025-11-20,EUR,20.9021
2025-11-20,AUD,11.895
2025-11-21,USD,18.0927
2025-11-21,GBP,23.1054
2025-11-21,EUR,21.0714
2025-11-21,AUD,11.6893
2025-11-22,USD,18.0959
2025-11-22,GBP,23.5956
2025-11-22,EUR,20.8268
2025-11-22,AUD,11.781
2025-11-23,USD,18.2459
2025-11-23,GBP,23.5721
2025-11-23,EUR,20.6022
2025-11-23,AUD,11.9367
2025-11-24,USD,18.1809
2025-11-24,GBP,23.398
2025-11-24,EUR,21.0088
2025-11-24,AUD,11.7618
2025-11-25,USD,18.2167
2025-11-25,GBP,23.5512
2025-11-25,EUR,20.5432
2025-11-25,AUD,11.7539
2025-11-26,USD,18.0672
2025-11-26,GBP,23.3351
2025-11-26,EUR,20.7934
2025-11-26,AUD,11.7544
2025-11-27,USD,18.1268
2025-11-27,GBP,23.2917
2025-11-27,EUR,20.8663
2025-11-27,AUD,11.7675
2025-11-28,USD,18.2335
2025-11-28,GBP,23.4203
2025-11-28,EUR,20.8713
2025-11-28,AUD,11.8988
2025-11-29,USD,18.0444
2025-11-29,GBP,23.1842
2025-11-29,EUR,20.9487
2025-11-29,AUD,12.0183
2025-11-30,USD,18.2539
2025-11-30,GBP,23.6996
2025-11-30,EUR,21.0628
2025-11-30,AUD,11.7892
2025-12-01,USD,18.1719
2025-12-01,GBP,23.1892
2025-12-01,EUR,20.6791
2025-12-01,AUD,11.8265
2025-12-02,USD,18.1483
2025-12-02,GBP,23.22
2025-12-02,EUR,20.9171
2025-12-02,AUD,11.7807
2025-12-03,USD,18.4261
2025-12-03,GBP,23.5078
2025-12-03,EUR,20.7758
2025-12-03,AUD,11.8066
2025-12-04,USD,18.3653
2025-12-04,GBP,22.9268
2025-12-04,EUR,20.915
2025-12-04,AUD,11.8129
2025-12-05,USD,18.1149
2025-12-05,GBP,23.2554
2025-12-05,EUR,20.7663
2025-12-05,AUD,11.8941
2025-12-06,USD,18.0628
2025-12-06,GBP,23.2115
2025-12-06,EUR,21.0375
2025-12-06,AUD,11.8254
2025-12-07,USD,18.1353
2025-12-07,GBP,23.7474
2025-12-07,EUR,20.9794
2025-12-07,AUD,11.7854
2025-12-08,USD,18.0075
2025-12-08,GBP,23.4388
2025-12-08,EUR,20.8555
2025-12-08,AUD,11.7701
2025-12-09,USD,18.1696
2025-12-09,GBP,23.2119
2025-12-09,EUR,20.6109
2025-12-09,AUD,11.8948
2025-12-10,USD,18.2296
2025-12-10,GBP,23.6848
2025-12-10,EUR,21.0882
2025-12-10,AUD,11.7917
2025-12-11,USD,18.1676
2025-12-11,GBP,23.6917
2025-12-11,EUR,20.9518
2025-12-11,AUD,11.8355
2025-12-12,USD,18.5165
2025-12-12,GBP,23.4917
2025-12-12,EUR,21.0248
2025-12-12,AUD,11.8504
2025-12-13,USD,18.1801
2025-12-13,GBP,23.1828
2025-12-13,EUR,20.6299
2025-12-13,AUD,11.8882
2025-12-14,USD,18.3853
2025-12-14,GBP,23.4089
2025-12-14,EUR,20.9145
2025-12-14,AUD,11.7661
2025-12-15,USD,18.1898
2025-12-15,GBP,23.4716
2025-12-15,EUR,21.1385
2025-12-15,AUD,11.9019
2025-12-16,USD,18.405
2025-12-16,GBP,23.0789
2025-12-16,EUR,20.9075
2025-12-16,AUD,11.6108
2025-12-17,USD,18.2404
2025-12-17,GBP,23.5703
2025-12-17,EUR,20.5686
2025-12-17,AUD,11.5778
2025-12-18,USD,18.3181
2025-12-18,GBP,23.7002
2025-12-18,EUR,20.9556
2025-12-18,AUD,11.8
2025-12-19,USD,18.0531
2025-12-19,GBP,23.6479
2025-12-19,EUR,21.0016
2025-12-19,AUD,11.9561
2025-12-20,USD,18.4237
2025-12-20,GBP,23.403
2025-12-20,EUR,21.0992
2025-12-20,AUD,11.7271
2025-12-21,USD,18.0049
2025-12-21,GBP,23.4071
2025-12-21,EUR,20.7404
2025-12-21,AUD,11.62
2025-12-22,USD,18.279
2025-12-22,GBP,23.4822
2025-12-22,EUR,20.7715
2025-12-22,AUD,11.7275
2025-12-23,USD,18.1019
2025-12-23,GBP,22.9023
2025-12-23,EUR,20.8486
2025-12-23,AUD,11.705
2025-12-24,USD,17.967
2025-12-24,GBP,23.042
2025-12-24,EUR,20.953
2025-12-24,AUD,11.8245
2025-12-25,USD,18.3569
2025-12-25,GBP,23.1908
2025-12-25,EUR,20.8353
2025-12-25,AUD,11.7974
2025-12-26,USD,17.8882
2025-12-26,GBP,23.2702
2025-12-26,EUR,21.0116
2025-12-26,AUD,11.9233
2025-12-27,USD,18.3849
2025-12-27,GBP,23.4569
2025-12-27,EUR,20.9013
2025-12-27,AUD,11.8182
2025-12-28,USD,18.2481
2025-12-28,GBP,23.6684
2025-12-28,EUR,20.8257
2025-12-28,AUD,11.7412
2025-12-29,USD,18.4138
2025-12-29,GBP,23.2049
2025-12-29,EUR,20.7519
2025-12-29,AUD,11.8166
2025-12-30,USD,18.3356
2025-12-30,GBP,23.2521
2025-12-30,EUR,20.9161
2025-12-30,AUD,11.5885
2025-12-31,USD,18.207
2025-12-31,GBP,23.5374
2025-12-31,EUR,20.8325
2025-12-31,AUD,12.0326
2026-01-01,USD,18.2124
2026-01-01,GBP,23.2437
2026-01-01,EUR,20.7343
2026-01-01,AUD,11.7828
2026-01-02,USD,18.5427
2026-01-02,GBP,23.5657
2026-01-02,EUR,20.9526
2026-01-02,AUD,11.7124
2026-01-03,USD,18.1835
2026-01-03,GBP,23.6549
2026-01-03,EUR,20.9371
2026-01-03,AUD,11.7336
2026-01-04,USD,18.3123
2026-01-04,GBP,23.1408
2026-01-04,EUR,21.0539
2026-01-04,AUD,12.0057
2026-01-05,USD,18.2119
2026-01-05,GBP,23.1803
2026-01-05,EUR,20.914
2026-01-05,AUD,11.7847
2026-01-06,USD,18.0755
2026-01-06,GBP,23.2642
2026-01-06,EUR,20.929
2026-01-06,AUD,11.7419
2026-01-07,USD,18.1706
2026-01-07,GBP,23.5574
2026-01-07,EUR,20.9059
2026-01-07,AUD,11.9093
2026-01-08,USD,18.2237
2026-01-08,GBP,23.2829
2026-01-08,EUR,20.8118
2026-01-08,AUD,11.6377
2026-01-09,USD,18.3685
2026-01-09,GBP,23.1969
2026-01-09,EUR,20.9714
2026-01-09,AUD,11.7874
2026-01-10,USD,18.2931
2026-01-10,GBP,23.5652
2026-01-10,EUR,20.8021
2026-01-10,AUD,11.9126
2026-01-11,USD,18.1473
2026-01-11,GBP,23.6294
2026-01-11,EUR,20.8082
2026-01-11,AUD,11.7404
2026-01-12,USD,18.2652
2026-01-12,GBP,23.4938
2026-01-12,EUR,21.0193
2026-01-12,AUD,11.7319
2026-01-13,USD,18.3068
2026-01-13,GBP,23.3537
2026-01-13,EUR,20.7742
2026-01-13,AUD,11.6238
2026-01-14,USD,17.904
2026-01-14,GBP,23.381
2026-01-14,EUR,21.1486
2026-01-14,AUD,11.9149
2026-01-15,USD,18.3176
2026-01-15,GBP,23.6627
2026-01-15,EUR,21.1303
2026-01-15,AUD,11.7096
2026-01-16,USD,18.2034
2026-01-16,GBP,23.9005
2026-01-16,EUR,21.0382
2026-01-16,AUD,11.8919
2026-01-17,USD,18.1384
2026-01-17,GBP,23.6846
2026-01-17,EUR,20.7631
2026-01-17,AUD,11.7725
2026-01-18,USD,18.1526
2026-01-18,GBP,23.2982
2026-01-18,EUR,20.8572
2026-01-18,AUD,11.8856
2026-01-19,USD,18.12
2026-01-19,GBP,23.2726
2026-01-19,EUR,20.852
2026-01-19,AUD,11.837
2026-01-20,USD,18.3476
2026-01-20,GBP,23.5402
2026-01-20,EUR,20.631
2026-01-20,AUD,11.8014
2026-01-21,USD,18.0796
2026-01-21,GBP,23.6869
2026-01-21,EUR,21.0105
2026-01-21,AUD,11.8294
2026-01-22,USD,18.403
2026-01-22,GBP,23.4058
2026-01-22,EUR,20.849
2026-01-22,AUD,11.737
2026-01-23,USD,18.259
2026-01-23,GBP,23.1958
2026-01-23,EUR,21.0175
2026-01-23,AUD,11.8133
2026-01-24,USD,18.2291
2026-01-24,GBP,23.1879
2026-01-24,EUR,20.762
2026-01-24,AUD,11.7407
2026-01-25,USD,18.385
2026-01-25,GBP,23.6039
2026-01-25,EUR,20.6852
2026-01-25,AUD,11.7639
2026-01-26,USD,18.2015
2026-01-26,GBP,23.7783
2026-01-26,EUR,21.0421
2026-01-26,AUD,11.8514
2026-01-27,USD,18.1806
2026-01-27,GBP,23.2129
2026-01-27,EUR,20.9238
2026-01-27,AUD,11.7588
2026-01-28,USD,18.0084
2026-01-28,GBP,23.2162
2026-01-28,EUR,20.7129
2026-01-28,AUD,11.814
2026-01-29,USD,18.2781
2026-01-29,GBP,23.3934
2026-01-29,EUR,21.1913
2026-01-29,AUD,11.8752
2026-01-30,USD,18.0573
2026-01-30,GBP,23.3789
2026-01-30,EUR,20.8671
2026-01-30,AUD,11.5443
2026-01-31,USD,18.1183
2026-01-31,GBP,23.4054
2026-01-31,EUR,20.7768
2026-01-31,AUD,11.5849
2026-02-01,USD,18.0503
2026-02-01,GBP,23.5418
2026-02-01,EUR,21.1249
2026-02-01,AUD,11.7004
2026-02-02,USD,18.2819
2026-02-02,GBP,23.694
2026-02-02,EUR,21.0682
2026-02-02,AUD,11.9024
2026-02-03,USD,18.355
2026-02-03,GBP,23.6532
2026-02-03,EUR,21.2143
2026-02-03,AUD,11.7755
2026-02-04,USD,18.1851
2026-02-04,GBP,23.3239
2026-02-04,EUR,20.7618
2026-02-04,AUD,11.7241
2026-02-05,USD,18.4097
2026-02-05,GBP,23.4852
2026-02-05,EUR,20.6299
2026-02-05,AUD,11.7394
2026-02-06,USD,18.079
2026-02-06,GBP,23.5155
2026-02-06,EUR,20.8046
2026-02-06,AUD,11.6962
2026-02-07,USD,18.1988
2026-02-07,GBP,23.2764
2026-02-07,EUR,21.083
2026-02-07,AUD,11.7742
2026-02-08,USD,18.2964
2026-02-08,GBP,23.5397
2026-02-08,EUR,20.3642
2026-02-08,AUD,11.6813
2026-02-09,USD,18.0996
2026-02-09,GBP,23.3247
2026-02-09,EUR,21.0512
2026-02-09,AUD,11.6443
2026-02-10,USD,18.2992
2026-02-10,GBP,23.1593
2026-02-10,EUR,20.6971
2026-02-10,AUD,11.8502
2026-02-11,USD,18.1755
2026-02-11,GBP,23.3326
2026-02-11,EUR,21.0119
2026-02-11,AUD,11.6725
2026-02-12,USD,18.371
2026-02-12,GBP,23.651
2026-02-12,EUR,20.8783
2026-02-12,AUD,11.8252
2026-02-13,USD,17.9896
2026-02-13,GBP,23.2456
2026-02-13,EUR,21.1974
2026-02-13,AUD,11.7879
2026-02-14,USD,18.3853
2026-02-14,GBP,23.1571
2026-02-14,EUR,21.0834
2026-02-14,AUD,11.8132
2026-02-15,USD,18.3699
2026-02-15,GBP,23.3693
2026-02-15,EUR,20.9169
2026-02-15,AUD,11.7894
2026-02-16,USD,18.0154
2026-02-16,GBP,23.3183
2026-02-16,EUR,21.0908
2026-02-16,AUD,11.8039
2026-02-17,USD,18.2667
2026-02-17,GBP,22.9425
2026-02-17,EUR,21.1294
2026-02-17,AUD,11.8351
2026-02-18,USD,18.3203
2026-02-18,GBP,23.2244
2026-02-18,EUR,21.2203
2026-02-18,AUD,11.7765
2026-02-19,USD,18.4732
2026-02-19,GBP,23.3692
2026-02-19,EUR,20.8641
2026-02-19,AUD,11.8238
2026-02-20,USD,18.1152
2026-02-20,GBP,23.7856
2026-02-20,EUR,21.2751
2026-02-20,AUD,11.7701
2026-02-21,USD,17.9692
2026-02-21,GBP,23.2276
2026-02-21,EUR,20.6378
2026-02-21,AUD,11.6884
2026-02-22,USD,18.1467
2026-02-22,GBP,22.8816
2026-02-22,EUR,20.8469
2026-02-22,AUD,11.8214
2026-02-23,USD,18.245
2026-02-23,GBP,23.1909
2026-02-23,EUR,20.9941
2026-02-23,AUD,11.8455
2026-02-24,USD,18.0824
2026-02-24,GBP,23.3904
2026-02-24,EUR,20.927
2026-02-24,AUD,11.7989
2026-02-25,USD,17.9567
2026-02-25,GBP,23.5539
2026-02-25,EUR,20.9266
2026-02-25,AUD,11.8379
2026-02-26,USD,18.2196
2026-02-26,GBP,23.7961
2026-02-26,EUR,20.8
2026-02-26,AUD,11.9737
2026-02-27,USD,18.1066
2026-02-27,GBP,23.4321
2026-02-27,EUR,20.852
2026-02-27,AUD,11.6748
2026-02-28,USD,18.1345
2026-02-28,GBP,23.404
2026-02-28,EUR,21.1525
2026-02-28,AUD,11.7709
2026-03-01,USD,18.1657
2026-03-01,GBP,23.1618
2026-03-01,EUR,21.1935
2026-03-01,AUD,11.7476
2026-03-02,USD,18.2446
2026-03-02,GBP,23.5118
2026-03-02,EUR,21.1443
2026-03-02,AUD,11.7766
2026-03-03,USD,18.0285
2026-03-03,GBP,23.3222
2026-03-03,EUR,20.676
2026-03-03,AUD,11.7997
2026-03-04,USD,18.3107
2026-03-04,GBP,23.3654
2026-03-04,EUR,20.8839
2026-03-04,AUD,11.9098
2026-03-05,USD,18.0974
2026-03-05,GBP,23.6094
2026-03-05,EUR,21.0415
2026-03-05,AUD,11.7442
2026-03-06,USD,18.3257
2026-03-06,GBP,23.4939
2026-03-06,EUR,20.8611
2026-03-06,AUD,11.7712
2026-03-07,USD,18.343
2026-03-07,GBP,23.3405
2026-03-07,EUR,20.925
2026-03-07,AUD,11.8186
2026-03-08,USD,17.9496
2026-03-08,GBP,23.6102
2026-03-08,EUR,20.9232
2026-03-08,AUD,11.7132
2026-03-09,USD,17.9122
2026-03-09,GBP,23.7754
2026-03-09,EUR,21.1385
2026-03-09,AUD,11.8648
2026-03-10,USD,18.4871
2026-03-10,GBP,22.9817
2026-03-10,EUR,20.8306
2026-03-10,AUD,11.7187
2026-03-11,USD,18.3239
2026-03-11,GBP,23.5477
2026-03-11,EUR,20.6287
2026-03-11,AUD,11.7969
2026-03-12,USD,18.2013
2026-03-12,GBP,23.3575
2026-03-12,EUR,20.609
2026-03-12,AUD,11.7574
2026-03-13,USD,18.2615
2026-03-13,GBP,23.4404
2026-03-13,EUR,21.068
2026-03-13,AUD,11.5878
2026-03-14,USD,18.3552
2026-03-14,GBP,23.6167
2026-03-14,EUR,20.9195
2026-03-14,AUD,11.744
2026-03-15,USD,18.1727
2026-03-15,GBP,23.5954
2026-03-15,EUR,20.9106
2026-03-15,AUD,11.698
2026-03-16,USD,18.3564
2026-03-16,GBP,23.4594
2026-03-16,EUR,20.9883
2026-03-16,AUD,11.8648
2026-03-17,USD,18.0063
2026-03-17,GBP,23.4566
2026-03-17,EUR,21.1962
2026-03-17,AUD,11.7794
2026-03-18,USD,18.2133
2026-03-18,GBP,23.7076
2026-03-18,EUR,20.9511
2026-03-18,AUD,11.8424
2026-03-19,USD,18.1644
2026-03-19,GBP,23.347
2026-03-19,EUR,20.9922
2026-03-19,AUD,11.7397
2026-03-20,USD,18.1661
2026-03-20,GBP,23.5171
2026-03-20,EUR,20.7963
2026-03-20,AUD,11.8396
2026-03-21,USD,17.9679
2026-03-21,GBP,23.1453
2026-03-21,EUR,20.9733
2026-03-21,AUD,11.7778
2026-03-22,USD,18.0737
2026-03-22,GBP,23.3306
2026-03-22,EUR,20.7546
2026-03-22,AUD,11.8868
2026-03-23,USD,18.1036
