,date,currency,zar_rate
791,2025-07-17,AUD,11.9127
792,2025-07-18,USD,18.2005
793,2025-07-18,GBP,23.6083
794,2025-07-18,EUR,20.9017
795,2025-07-18,AUD,11.614
796,2025-07-19,USD,18.1563
797,2025-07-19,GBP,23.4849
798,2025-07-19,EUR,21.0016
799,2025-07-19,AUD,11.8047
800,2025-07-20,USD,18.1629
801,2025-07-20,GBP,23.3354
802,2025-07-20,EUR,20.8214
803,2025-07-20,AUD,11.7655
804,2025-07-21,USD,18.3313
805,2025-07-21,GBP,23.3567
806,2025-07-21,EUR,21.0468
807,2025-07-21,AUD,11.816
808,2025-07-22,USD,18.1967
809,2025-07-22,GBP,23.3961
810,2025-07-22,EUR,21.2682
811,2025-07-22,AUD,11.8412
812,2025-07-23,USD,18.3076
813,2025-07-23,GBP,23.3353
814,2025-07-23,EUR,20.9641
815,2025-07-23,AUD,11.9178
816,2025-07-24,USD,18.3259
817,2025-07-24,GBP,23.2976
818,2025-07-24,EUR,20.9629
819,2025-07-24,AUD,11.725
820,2025-07-25,USD,18.1497
821,2025-07-25,GBP,23.461
822,2025-07-25,EUR,21.141
823,2025-07-25,AUD,11.8429
824,2025-07-26,USD,17.9829
825,2025-07-26,GBP,23.3788
826,2025-07-26,EUR,20.9967
827,2025-07-26,AUD,11.7486
828,2025-07-27,USD,18.4802
829,2025-07-27,GBP,23.229
830,2025-07-27,EUR,20.8104
831,2025-07-27,AUD,11.6706
832,2025-07-28,USD,18.3303
833,2025-07-28,GBP,23.4708
834,2025-07-28,EUR,20.7971
835,2025-07-28,AUD,11.8081
836,2025-07-29,USD,18.1826
837,2025-07-29,GBP,23.6163
838,2025-07-29,EUR,20.8915
839,2025-07-29,AUD,11.9085
840,2025-07-30,USD,18.2571
841,2025-07-30,GBP,23.4984
842,2025-07-30,EUR,21.0563
843,2025-07-30,AUD,11.7947
844,2025-07-31,USD,18.2703
845,2025-07-31,GBP,22.9527
846,2025-07-31,EUR,20.9658
847,2025-07-31,AUD,11.7103
848,2025-08-01,USD,18.142
849,2025-08-01,GBP,23.51
850,2025-08-01,EUR,20.7439
851,2025-08-01,AUD,11.8417
852,2025-08-02,USD,18.3458
853,2025-08-02,GBP,23.044
854,2025-08-02,EUR,21.1357
855,2025-08-02,AUD,11.8928
856,2025-08-03,USD,18.1898
857,2025-08-03,GBP,23.2796
858,2025-08-03,EUR,21.226
859,2025-08-03,AUD,11.8252
860,2025-08-04,USD,18.0616
861,2025-08-04,GBP,23.5563
862,2025-08-04,EUR,20.9027
863,2025-08-04,AUD,11.9249
864,2025-08-05,USD,18.1612
865,2025-08-05,GBP,23.8644
866,2025-08-05,EUR,21.0221
867,2025-08-05,AUD,11.5609
868,2025-08-06,USD,18.3797
869,2025-08-06,GBP,23.1396
870,2025-08-06,EUR,20.8791
871,2025-08-06,AUD,11.8588
872,2025-08-07,USD,18.2122
873,2025-08-07,GBP,23.36
874,2025-08-07,EUR,20.9494
875,2025-08-07,AUD,11.8351
876,2025-08-08,USD,18.1509
877,2025-08-08,GBP,23.4059
878,2025-08-08,EUR,21.0088
879,2025-08-08,AUD,11.8198
880,2025-08-09,USD,18.1169
881,2025-08-09,GBP,23.4578
882,2025-08-09,EUR,20.9634
883,2025-08-09,AUD,11.7093
884,2025-08-10,USD,18.3146
885,2025-08-10,GBP,23.3905
886,2025-08-10,EUR,20.9436
887,2025-08-10,AUD,11.7085
888,2025-08-11,USD,18.3834
889,2025-08-11,GBP,23.4264
890,2025-08-11,EUR,20.7174
891,2025-08-11,AUD,11.7799
892,2025-08-12,USD,18.2343
893,2025-08-12,GBP,23.9774
894,2025-08-12,EUR,20.9509
895,2025-08-12,AUD,11.8262
896,2025-08-13,USD,18.2991
897,2025-08-13,GBP,23.3318
898,2025-08-13,EUR,20.9395
899,2025-08-13,AUD,11.8466
900,2025-08-14,USD,18.12
901,2025-08-14,GBP,23.6129
902,2025-08-14,EUR,20.9789
903,2025-08-14,AUD,11.7875
904,2025-08-15,USD,18.347
905,2025-08-15,GBP,23.4
906,2025-08-15,EUR,21.2526
907,2025-08-15,AUD,11.8331
908,2025-08-16,USD,18.2652
909,2025-08-16,GBP,23.3963
910,2025-08-16,EUR,20.8582
911,2025-08-16,AUD,11.9104
912,2025-08-17,USD,18.2874
913,2025-08-17,GBP,23.19
914,2025-08-17,EUR,20.8887
915,2025-08-17,AUD,11.7024
916,2025-08-18,USD,18.2791
917,2025-08-18,GBP,23.3245
918,2025-08-18,EUR,20.7584
919,2025-08-18,AUD,11.7839
920,2025-08-19,USD,18.256
921,2025-08-19,GBP,23.5307
922,2025-08-19,EUR,21.2942
923,2025-08-19,AUD,11.7577
924,2025-08-20,USD,18.1094
925,2025-08-20,GBP,23.5049
926,2025-08-20,EUR,20.8802
927,2025-08-20,AUD,11.7366
928,2025-08-21,USD,18.1793
929,2025-08-21,GBP,23.4969
930,2025-08-21,EUR,20.9169
931,2025-08-21,AUD,11.6931
932,2025-08-22,USD,18.0927
933,2025-08-22,GBP,23.5707
934,2025-08-22,EUR,20.5733
935,2025-08-22,AUD,11.8325
936,2025-08-23,USD,18.3189
937,2025-08-23,GBP,23.3484
938,2025-08-23,EUR,20.7595
939,2025-08-23,AUD,11.9023
940,2025-08-24,USD,18.321
941,2025-08-24,GBP,23.6801
942,2025-08-24,EUR,20.784
943,2025-08-24,AUD,11.8147
944,2025-08-25,USD,18.3745
945,2025-08-25,GBP,23.1934
946,2025-08-25,EUR,20.9686
947,2025-08-25,AUD,11.8289
948,2025-08-26,USD,18.5261
949,2025-08-26,GBP,23.397
950,2025-08-26,EUR,20.8614
951,2025-08-26,AUD,11.788
952,2025-08-27,USD,18.1441
953,2025-08-27,GBP,23.2746
954,2025-08-27,EUR,20.6358
955,2025-08-27,AUD,11.6993
956,2025-08-28,USD,18.2759
957,2025-08-28,GBP,23.1644
958,2025-08-28,EUR,21.087
959,2025-08-28,AUD,12.0279
960,2025-08-29,USD,18.1612
961,2025-08-29,GBP,23.492
962,2025-08-29,EUR,21.3407
963,2025-08-29,AUD,11.81
964,2025-08-30,USD,18.1846
965,2025-08-30,GBP,23.3522
966,2025-08-30,EUR,20.7714
967,2025-08-30,AUD,11.8034
968,2025-08-31,USD,18.2424
969,2025-08-31,GBP,23.5135
970,2025-08-31,EUR,20.8053
971,2025-08-31,AUD,11.9315
972,2025-09-01,USD,18.2864
973,2025-09-01,GBP,23.4126
974,2025-09-01,EUR,21.0376
975,2025-09-01,AUD,11.9166
976,2025-09-02,USD,18.1759
977,2025-09-02,GBP,23.1288
978,2025-09-02,EUR,20.8374
979,2025-09-02,AUD,11.7495
980,2025-09-03,USD,18.0593
981,2025-09-03,GBP,23.335
982,2025-09-03,EUR,21.0555
983,2025-09-03,AUD,11.8333
984,2025-09-04,USD,18.2587
985,2025-09-04,GBP,23.1253
986,2025-09-04,EUR,20.9068
987,2025-09-04,AUD,11.7987
988,2025-09-05,USD,18.2109
989,2025-09-05,GBP,23.2701
990,2025-09-05,EUR,21.1236
991,2025-09-05,AUD,11.8856
992,2025-09-06,USD,18.1741
993,2025-09-06,GBP,23.2509
994,2025-09-06,EUR,20.9433
995,2025-09-06,AUD,11.8953
996,2025-09-07,USD,18.2742
997,2025-09-07,GBP,23.3276
998,2025-09-07,EUR,20.684
999,2025-09-07,AUD,11.6909
1000,2025-09-08,USD,18.2844
1001,2025-09-08,GBP,23.6526
1002,2025-09-08,EUR,21.0189
1003,2025-09-08,AUD,11.7235
1004,2025-09-09,USD,18.2373
1005,2025-09-09,GBP,23.4249
1006,2025-09-09,EUR,20.8745
1007,2025-09-09,AUD,11.7578
1008,2025-09-10,USD,18.2117
1009,2025-09-10,GBP,23.0906
1010,2025-09-10,EUR,20.9872
1011,2025-09-10,AUD,11.6362
1012,2025-09-11,USD,18.2936
1013,2025-09-11,GBP,23.3768
1014,2025-09-11,EUR,20.8268
1015,2025-09-11,AUD,11.7984
1016,2025-09-12,USD,18.0919
1017,2025-09-12,GBP,23.3565
1018,2025-09-12,EUR,20.6788
1019,2025-09-12,AUD,11.9227
1020,2025-09-13,USD,18.2108
1021,2025-09-13,GBP,23.6839
1022,2025-09-13,EUR,20.8253
1023,2025-09-13,AUD,11.7771
1024,2025-09-14,USD,17.6838
1025,2025-09-14,GBP,23.2871
1026,2025-09-14,EUR,20.9998
1027,2025-09-14,AUD,11.7342
1028,2025-09-15,USD,18.2581
1029,2025-09-15,GBP,23.5447
1030,2025-09-15,EUR,20.6173
1031,2025-09-15,AUD,11.6669
1032,2025-09-16,USD,17.9468
1033,2025-09-16,GBP,23.3469
1034,2025-09-16,EUR,21.0234
1035,2025-09-16,AUD,11.8768
1036,2025-09-17,USD,18.2851
1037,2025-09-17,GBP,23.3808
1038,2025-09-17,EUR,21.0445
1039,2025-09-17,AUD,11.7312
1040,2025-09-18,USD,18.1693
1041,2025-09-18,GBP,23.4471
1042,2025-09-18,EUR,20.3918
1043,2025-09-18,AUD,11.759
1044,2025-09-19,USD,18.2623
1045,2025-09-19,GBP,23.4167
1046,2025-09-19,EUR,21.2679
1047,2025-09-19,AUD,11.6259
1048,2025-09-20,USD,18.0817
1049,2025-09-20,GBP,23.5063
1050,2025-09-20,EUR,20.6133
1051,2025-09-20,AUD,11.7103
1052,2025-09-21,USD,18.1623
1053,2025-09-21,GBP,23.3158
1054,2025-09-21,EUR,21.2203
1055,2025-09-21,AUD,11.9584
1056,2025-09-22,USD,18.495
1057,2025-09-22,GBP,23.5049
1058,2025-09-22,EUR,20.6335
1059,2025-09-22,AUD,11.9013
1060,2025-09-23,USD,18.2382
1061,2025-09-23,GBP,23.6864
1062,2025-09-23,EUR,20.7216
1063,2025-09-23,AUD,11.7895
1064,2025-09-24,USD,18.3088
1065,2025-09-24,GBP,23.569
1066,2025-09-24,EUR,20.9447
1067,2025-09-24,AUD,11.9559
1068,2025-09-25,USD,17.9769
1069,2025-09-25,GBP,23.1767
1070,2025-09-25,EUR,20.7794
1071,2025-09-25,AUD,11.7977
1072,2025-09-26,USD,18.344
1073,2025-09-26,GBP,23.2404
1074,2025-09-26,EUR,20.8359
1075,2025-09-26,AUD,11.7109
1076,2025-09-27,USD,18.4424
1077,2025-09-27,GBP,23.416
1078,2025-09-27,EUR,20.9223
1079,2025-09-27,AUD,11.8204
1080,2025-09-28,USD,18.1176
1081,2025-09-28,GBP,23.2584
1082,2025-09-28,EUR,21.0214
1083,2025-09-28,AUD,11.7712
1084,2025-09-29,USD,18.2255
1085,2025-09-29,GBP,23.2334
1086,2025-09-29,EUR,20.6251
1087,2025-09-29,AUD,11.8195
1088,2025-09-30,USD,18.3982
1089,2025-09-30,GBP,23.3914
1090,2025-09-30,EUR,20.9898
1091,2025-09-30,AUD,11.8132
1092,2025-10-01,USD,18.1218
1093,2025-10-01,GBP,23.1953
1094,2025-10-01,EUR,20.731
1095,2025-10-01,AUD,11.7055
1096,2025-10-02,USD,18.0113
1097,2025-10-02,GBP,23.5205
1098,2025-10-02,EUR,20.7741
1099,2025-10-02,AUD,11.7322
1100,2025-10-03,USD,18.0742
1101,2025-10-03,GBP,23.5699
1102,2025-10-03,EUR,20.7883
1103,2025-10-03,AUD,11.7624
1104,2025-10-04,USD,18.2135
1105,2025-10-04,GBP,23.2445
1106,2025-10-04,EUR,20.7146
1107,2025-10-04,AUD,11.6539
1108,2025-10-05,USD,18.2139
1109,2025-10-05,GBP,23.3789
1110,2025-10-05,EUR,20.6686
1111,2025-10-05,AUD,11.699
1112,2025-10-06,USD,18.1096
1113,2025-10-06,GBP,23.2139
1114,2025-10-06,EUR,20.7503
1115,2025-10-06,AUD,11.8134
1116,2025-10-07,USD,18.1666
1117,2025-10-07,GBP,23.4091
1118,2025-10-07,EUR,21.0588
1119,2025-10-07,AUD,11.8526
1120,2025-10-08,USD,18.3902
1121,2025-10-08,GBP,23.2456
1122,2025-10-08,EUR,21.013
1123,2025-10-08,AUD,11.7893
1124,2025-10-09,USD,18.2761
1125,2025-10-09,GBP,23.1234
1126,2025-10-09,EUR,20.5988
1127,2025-10-09,AUD,11.7261
1128,2025-10-10,USD,18.2202
1129,2025-10-10,GBP,23.1764
1130,2025-10-10,EUR,21.0377
1131,2025-10-10,AUD,11.7447
1132,2025-10-11,USD,18.2983
1133,2025-10-11,GBP,23.4265
1134,2025-10-11,EUR,21.1615
1135,2025-10-11,AUD,11.6612
1136,2025-10-12,USD,18.2608
1137,2025-10-12,GBP,23.423
1138,2025-10-12,EUR,20.8566
1139,2025-10-12,AUD,11.8526
1140,2025-10-13,USD,18.1808
1141,2025-10-13,GBP,23.8809
1142,2025-10-13,EUR,21.0275
1143,2025-10-13,AUD,11.7729
1144,2025-10-14,USD,18.2986
1145,2025-10-14,GBP,23.2673
1146,2025-10-14,EUR,20.6122
1147,2025-10-14,AUD,11.8175
1148,2025-10-15,USD,18.2295
1149,2025-10-15,GBP,23.2826
1150,2025-10-15,EUR,20.9002
1151,2025-10-15,AUD,11.7511
1152,2025-10-16,USD,18.0769
1153,2025-10-16,GBP,23.5731
1154,2025-10-16,EUR,20.967
1155,2025-10-16,AUD,11.9078
1156,2025-10-17,USD,18.2852
1157,2025-10-17,GBP,23.3745
1158,2025-10-17,EUR,20.985
1159,2025-10-17,AUD,11.8266
1160,2025-10-18,USD,18.4133
1161,2025-10-18,GBP,23.349
1162,2025-10-18,EUR,20.7962
1163,2025-10-18,AUD,11.8589
1164,2025-10-19,USD,17.8292
1165,2025-10-19,GBP,23.1263
1166,2025-10-19,EUR,21.0379
1167,2025-10-19,AUD,11.9401
1168,2025-10-20,USD,18.1554
1169,2025-10-20,GBP,23.1385
1170,2025-10-20,EUR,21.1927
1171,2025-10-20,AUD,11.9021
1172,2025-10-21,USD,18.2509
1173,2025-10-21,GBP,23.3656
1174,2025-10-21,EUR,21.0778
1175,2025-10-21,AUD,11.977
1176,2025-10-22,USD,18.1602
1177,2025-10-22,GBP,23.4213
1178,2025-10-22,EUR,21.1529
1179,2025-10-22,AUD,11.7924
1180,2025-10-23,USD,18.025
1181,2025-10-23,GBP,23.1302
1182,2025-10-23,EUR,20.8463
1183,2025-10-23,AUD,11.7293
1184,2025-10-24,USD,18.0145
1185,2025-10-24,GBP,23.7042
1186,2025-10-24,EUR,20.7692
1187,2025-10-24,AUD,11.8134
1188,2025-10-25,USD,18.0532
1189,2025-10-25,GBP,23.4243
1190,2025-10-25,EUR,20.9041
1191,2025-10-25,AUD,11.8052
1192,2025-10-26,USD,18.1311
1193,2025-10-26,GBP,23.7326
1194,2025-10-26,EUR,21.0803
1195,2025-10-26,AUD,11.7944
1196,2025-10-27,USD,17.8859
1197,2025-10-27,GBP,23.163
1198,2025-10-27,EUR,21.1895
1199,2025-10-27,AUD,11.8809
1200,2025-10-28,USD,18.4859
1201,2025-10-28,GBP,23.2317
1202,2025-10-28,EUR,21.2227
1203,2025-10-28,AUD,11.6897
1204,2025-10-29,USD,18.2918
1205,2025-10-29,GBP,23.0978
1206,2025-10-29,EUR,21.0607
1207,2025-10-29,AUD,11.7799
1208,2025-10-30,USD,17.992
1209,2025-10-30,GBP,23.3552
1210,2025-10-30,EUR,20.7715
1211,2025-10-30,AUD,11.7473
1212,2025-10-31,USD,18.2047
1213,2025-10-31,GBP,23.4879
1214,2025-10-31,EUR,20.8334
1215,2025-10-31,AUD,11.9407
1216,2025-11-01,USD,18.1253
1217,2025-11-01,GBP,23.2688
1218,2025-11-01,EUR,20.9652
1219,2025-11-01,AUD,11.7361
1220,2025-11-02,USD,18.0272
1221,2025-11-02,GBP,23.6332
1222,2025-11-02,EUR,20.9577
1223,2025-11-02,AUD,11.7056
1224,2025-11-03,USD,18.305
1225,2025-11-03,GBP,23.413
1226,2025-11-03,EUR,20.9922
1227,2025-11-03,AUD,11.687
1228,2025-11-04,USD,18.3497
1229,2025-11-04,GBP,23.2976
1230,2025-11-04,EUR,20.9214
1231,2025-11-04,AUD,11.8694
1232,2025-11-05,USD,18.364
1233,2025-11-05,GBP,23.5004
1234,2025-11-05,EUR,20.8503
1235,2025-11-05,AUD,11.7208
1236,2025-11-06,USD,18.2931
1237,2025-11-06,GBP,23.4861
1238,2025-11-06,EUR,20.8181
1239,2025-11-06,AUD,11.8302
1240,2025-11-07,USD,18.0393
1241,2025-11-07,GBP,23.5755
1242,2025-11-07,EUR,20.6871
1243,2025-11-07,AUD,11.7912
1244,2025-11-08,USD,18.2098
1245,2025-11-08,GBP,23.52
1246,2025-11-08,EUR,20.7654
1247,2025-11-08,AUD,11.8429
1248,2025-11-09,USD,18.2741
1249,2025-11-09,GBP,23.305
1250,2025-11-09,EUR,21.0763
1251,2025-11-09,AUD,11.8744
1252,2025-11-10,USD,18.1404
1253,2025-11-10,GBP,23.1109
1254,2025-11-10,EUR,20.916
1255,2025-11-10,AUD,11.7725
1256,2025-11-11,USD,18.159
1257,2025-11-11,GBP,23.2862
1258,2025-11-11,EUR,20.6756
1259,2025-11-11,AUD,11.6843
1260,2025-11-12,USD,18.0714
1261,2025-11-12,GBP,23.3291
1262,2025-11-12,EUR,20.7801
1263,2025-11-12,AUD,11.719
1264,2025-11-13,USD,18.4045
1265,2025-11-13,GBP,23.0259
1266,2025-11-13,EUR,20.9656
1267,2025-11-13,AUD,11.7351
1268,2025-11-14,USD,18.1883
1269,2025-11-14,GBP,23.4096
1270,2025-11-14,EUR,20.8939
1271,2025-11-14,AUD,11.65
1272,2025-11-15,USD,18.0846
1273,2025-11-15,GBP,23.1596
1274,2025-11-15,EUR,20.8799
1275,2025-11-15,AUD,11.7513
1276,2025-11-16,USD,18.3333
1277,2025-11-16,GBP,22.7062
1278,2025-11-16,EUR,21.1188
1279,2025-11-16,AUD,11.9218
1280,2025-11-17,USD,17.9424
1281,2025-11-17,GBP,23.4209
1282,2025-11-17,EUR,20.7202
1283,2025-11-17,AUD,11.8787
1284,2025-11-18,USD,18.217
1285,2025-11-18,GBP,23.482
1286,2025-11-18,EUR,20.8165
1287,2025-11-18,AUD,11.8321
1288,2025-11-19,USD,18.1696
1289,2025-11-19,GBP,23.398
1290,2025-11-19,EUR,21.043
1291,2025-11-19,AUD,11.886
1292,2025-11-20,USD,18.2518
1293,2025-11-20,GBP,23.503
1294,2025-11-20,EUR,20.7304
1295,2025-11-20,AUD,11.7748
1296,2025-11-21,USD,18.2642
1297,2025-11-21,GBP,23.0879
1298,2025-11-21,EUR,21.062
1299,2025-11-21,AUD,11.8736
1300,2025-11-22,USD,17.9608
1301,2025-11-22,GBP,23.2748
1302,2025-11-22,EUR,20.9777
1303,2025-11-22,AUD,11.9605
1304,2025-11-23,USD,18.3308
1305,2025-11-23,GBP,23.5922
1306,2025-11-23,EUR,20.9269
1307,2025-11-23,AUD,11.8857
1308,2025-11-24,USD,18.1446
1309,2025-11-24,GBP,23.5636
1310,2025-11-24,EUR,20.7547
1311,2025-11-24,AUD,11.7418
1312,2025-11-25,USD,18.2182
1313,2025-11-25,GBP,23.2152
1314,2025-11-25,EUR,20.7521
1315,2025-11-25,AUD,11.9079
1316,2025-11-26,USD,18.2247
1317,2025-11-26,GBP,23.4267
1318,2025-11-26,EUR,20.8896
1319,2025-11-26,AUD,11.6964
1320,2025-11-27,USD,18.1787
1321,2025-11-27,GBP,23.6634
1322,2025-11-27,EUR,20.978
1323,2025-11-27,AUD,11.6203
1324,2025-11-28,USD,18.033
1325,2025-11-28,GBP,23.2052
1326,2025-11-28,EUR,20.5996
1327,2025-11-28,AUD,11.7492
1328,2025-11-29,USD,18.4237
1329,2025-11-29,GBP,23.0809
1330,2025-11-29,EUR,20.8516
1331,2025-11-29,AUD,11.5451
1332,2025-11-30,USD,18.0433
1333,2025-11-30,GBP,23.3263
1334,2025-11-30,EUR,20.9336
1335,2025-11-30,AUD,11.757
1336,2025-12-01,USD,18.0507
1337,2025-12-01,GBP,23.154
1338,2025-12-01,EUR,21.045
1339,2025-12-01,AUD,11.9416
1340,2025-12-02,USD,18.2582
1341,2025-12-02,GBP,23.0466
1342,2025-12-02,EUR,20.6502
1343,2025-12-02,AUD,11.7428
1344,2025-12-03,USD,18.1362
1345,2025-12-03,GBP,23.4381
1346,2025-12-03,EUR,20.8894
1347,2025-12-03,AUD,11.9113
1348,2025-12-04,USD,18.5533
1349,2025-12-04,GBP,23.1933
1350,2025-12-04,EUR,21.0157
1351,2025-12-04,AUD,11.6564
1352,2025-12-05,USD,18.018
1353,2025-12-05,GBP,23.413
1354,2025-12-05,EUR,21.026
1355,2025-12-05,AUD,11.7409
1356,2025-12-06,USD,18.3238
1357,2025-12-06,GBP,23.6028
1358,2025-12-06,EUR,20.4471
1359,2025-12-06,AUD,11.747
1360,2025-12-07,USD,18.0174
1361,2025-12-07,GBP,23.1733
1362,2025-12-07,EUR,20.7297
1363,2025-12-07,AUD,11.8071
1364,2025-12-08,USD,18.0499
1365,2025-12-08,GBP,23.0619
1366,2025-12-08,EUR,20.9276
1367,2025-12-08,AUD,11.7663
1368,2025-12-09,USD,18.0549
1369,2025-12-09,GBP,23.7936
1370,2025-12-09,EUR,21.1396
1371,2025-12-09,AUD,11.7314
1372,2025-12-10,USD,17.9703
1373,2025-12-10,GBP,23.5588
1374,2025-12-10,EUR,20.9503
1375,2025-12-10,AUD,11.7594
1376,2025-12-11,USD,17.9888
1377,2025-12-11,GBP,23.4564
1378,2025-12-11,EUR,21.1406
1379,2025-12-11,AUD,11.8163
1380,2025-12-12,USD,17.8687
1381,2025-12-12,GBP,23.4034
1382,2025-12-12,EUR,20.9598
1383,2025-12-12,AUD,11.8746
1384,2025-12-13,USD,18.1716
1385,2025-12-13,GBP,23.6313
1386,2025-12-13,EUR,20.8402
1387,2025-12-13,AUD,11.7739
1388,2025-12-14,USD,17.885
1389,2025-12-14,GBP,23.225
1390,2025-12-14,EUR,20.8902
1391,2025-12-14,AUD,11.9438
1392,2025-12-15,USD,18.0182
1393,2025-12-15,GBP,23.5506
1394,2025-12-15,EUR,20.8717
1395,2025-12-15,AUD,11.78
1396,2025-12-16,USD,18.2962
1397,2025-12-16,GBP,23.2625
1398,2025-12-16,EUR,21.1286
1399,2025-12-16,AUD,11.9756
1400,2025-12-17,USD,17.9297
1401,2025-12-17,GBP,23.1876
1402,2025-12-17,EUR,21.022
1403,2025-12-17,AUD,11.7425
1404,2025-12-18,USD,18.0591
1405,2025-12-18,GBP,23.2986
1406,2025-12-18,EUR,20.9825
1407,2025-12-18,AUD,11.7023
1408,2025-12-19,USD,18.1049
1409,2025-12-19,GBP,23.4313
1410,2025-12-19,EUR,20.9391
1411,2025-12-19,AUD,11.85
1412,2025-12-20,USD,18.0111
1413,2025-12-20,GBP,23.2365
1414,2025-12-20,EUR,20.8019
1415,2025-12-20,AUD,11.8587
1416,2025-12-21,USD,18.3844
1417,2025-12-21,GBP,23.1612
1418,2025-12-21,EUR,21.3378
1419,2025-12-21,AUD,11.6561
1420,2025-12-22,USD,18.3882
1421,2025-12-22,GBP,23.1095
1422,2025-12-22,EUR,20.914
1423,2025-12-22,AUD,11.7873
1424,2025-12-23,USD,17.9911
1425,2025-12-23,GBP,23.3068
1426,2025-12-23,EUR,20.955
1427,2025-12-23,AUD,11.8419
1428,2025-12-24,USD,18.1657
1429,2025-12-24,GBP,23.7045
1430,2025-12-24,EUR,20.6383
1431,2025-12-24,AUD,11.7201
1432,2025-12-25,USD,18.3948
1433,2025-12-25,GBP,23.4179
1434,2025-12-25,EUR,21.0497
1435,2025-12-25,AUD,11.8903
1436,2025-12-26,USD,18.24
1437,2025-12-26,GBP,23.468
1438,2025-12-26,EUR,21.0045
1439,2025-12-26,AUD,11.8786
1440,2025-12-27,USD,18.3571
1441,2025-12-27,GBP,23.5436
1442,2025-12-27,EUR,21.209
1443,2025-12-27,AUD,11.8018
1444,2025-12-28,USD,18.2898
1445,2025-12-28,GBP,23.2193
1446,2025-12-28,EUR,20.8983
1447,2025-12-28,AUD,11.638
1448,2025-12-29,USD,18.386
1449,2025-12-29,GBP,23.3035
1450,2025-12-29,EUR,20.8439
1451,2025-12-29,AUD,11.6517
1452,2025-12-30,USD,18.3166
1453,2025-12-30,GBP,23.6354
1454,2025-12-30,EUR,20.9489
1455,2025-12-30,AUD,11.78
1456,2025-12-31,USD,18.2133
1457,2025-12-31,GBP,23.5554
1458,2025-12-31,EUR,20.571
1459,2025-12-31,AUD,11.9738
1460,2026-01-01,USD,18.1315
1461,2026-01-01,GBP,23.433
1462,2026-01-01,EUR,21.0552
1463,2026-01-01,AUD,11.5489
1464,2026-01-02,USD,18.1129
1465,2026-01-02,GBP,23.3501
1466,2026-01-02,EUR,21.2048
1467,2026-01-02,AUD,11.867
1468,2026-01-03,USD,18.1621
1469,2026-01-03,GBP,23.5548
1470,2026-01-03,EUR,21.1105
1471,2026-01-03,AUD,11.9286
1472,2026-01-04,USD,18.2191
1473,2026-01-04,GBP,22.9433
1474,2026-01-04,EUR,20.921
1475,2026-01-04,AUD,11.7763
1476,2026-01-05,USD,18.1853
1477,2026-01-05,GBP,23.2922
1478,2026-01-05,EUR,20.9843
1479,2026-01-05,AUD,11.9373
1480,2026-01-06,USD,18.0527
1481,2026-01-06,GBP,23.6971
1482,2026-01-06,EUR,20.5829
1483,2026-01-06,AUD,11.8555
1484,2026-01-07,USD,18.1351
1485,2026-01-07,GBP,23.4733
1486,2026-01-07,EUR,20.5153
1487,2026-01-07,AUD,11.8698
1488,2026-01-08,USD,18.3457
1489,2026-01-08,GBP,23.5691
1490,2026-01-08,EUR,20.8204
1491,2026-01-08,AUD,11.9325
1492,2026-01-09,USD,18.1587
1493,2026-01-09,GBP,23.3584
1494,2026-01-09,EUR,20.8906
1495,2026-01-09,AUD,11.9878
1496,2026-01-10,USD,18.2556
1497,2026-01-10,GBP,23.5903
1498,2026-01-10,EUR,21.1692
1499,2026-01-10,AUD,11.6087
1500,2026-01-11,USD,18.0785
1501,2026-01-11,GBP,23.5729
1502,2026-01-11,EUR,21.0596
1503,2026-01-11,AUD,11.8245
1504,2026-01-12,USD,18.2907
1505,2026-01-12,GBP,23.3121
1506,2026-01-12,EUR,21.0998
1507,2026-01-12,AUD,11.877
1508,2026-01-13,USD,18.229
1509,2026-01-13,GBP,23.1952
1510,2026-01-13,EUR,20.926
1511,2026-01-13,AUD,11.8719
1512,2026-01-14,USD,18.1367
1513,2026-01-14,GBP,23.5604
1514,2026-01-14,EUR,20.7638
1515,2026-01-14,AUD,11.7731
1516,2026-01-15,USD,18.1105
1517,2026-01-15,GBP,23.2768
1518,2026-01-15,EUR,21.1666
1519,2026-01-15,AUD,11.7418
1520,2026-01-16,USD,18.2646
1521,2026-01-16,GBP,23.4232
1522,2026-01-16,EUR,20.8001
1523,2026-01-16,AUD,11.8338
1524,2026-01-17,USD,18.4112
1525,2026-01-17,GBP,23.2045
1526,2026-01-17,EUR,20.8015
1527,2026-01-17,AUD,11.8262
1528,2026-01-18,USD,18.1475
1529,2026-01-18,GBP,23.5177
1530,2026-01-18,EUR,21.136
1531,2026-01-18,AUD,11.8191
1532,2026-01-19,USD,18.414
1533,2026-01-19,GBP,23.5221
1534,2026-01-19,EUR,20.8635
1535,2026-01-19,AUD,11.9151
1536,2026-01-20,USD,18.1367
1537,2026-01-20,GBP,23.2044
1538,2026-01-20,EUR,20.9682
1539,2026-01-20,AUD,11.7899
1540,2026-01-21,USD,18.2251
1541,2026-01-21,GBP,23.3845
1542,2026-01-21,EUR,20.903
1543,2026-01-21,AUD,11.7707
1544,2026-01-22,USD,18.2452
1545,2026-01-22,GBP,23.7868
1546,2026-01-22,EUR,21.0033
1547,2026-01-22,AUD,11.857
1548,2026-01-23,USD,18.3807
1549,2026-01-23,GBP,23.3623
1550,2026-01-23,EUR,20.8502
1551,2026-01-23,AUD,11.8068
1552,2026-01-24,USD,18.5229
